5,7.8,9.4,6.2,6.4,3,8.5,2.3,6.2,8.1,339.4
5.1,2.5,10,5.1,1.9,7.2,3.6,0.8,2.4,0.8,176.3
6.3,4.7,0.3,0.3,7.8,1.5,2.2,3.6,7.5,7.2,253.6
8.6,9.6,6.3,7.9,2.4,5.2,9.7,9,1.9,2.2,304.9
2.7,0.8,4.9,2.3,1.4,9.3,8.3,6.5,9.9,1.8,312.9
2.5,9.8,4.7,4.4,8.6,9.7,9.3,7.9,9.6,8,453.9
7.5,9.3,4.4,4.3,7,4.3,0.2,0.7,5.1,8.7,261
6.8,1.5,2,2.4,5.4,5.1,5,5.3,3.7,8.5,284.4
1.9,1.2,7.9,6.7,5.7,6.6,5.4,7.9,5.4,1.8,299.8
6.6,7.4,3.5,8.6,8.7,7.1,2.9,8.8,7,8.5,400.5
5.4,6.4,0.3,7,1.6,9.4,4.2,7.2,1.9,8,304
2.2,9.7,4.5,1.2,1,9.9,3.4,6.1,0.6,9.5,280.2
7.9,8.1,1.2,0.6,0.5,6.2,6.7,4.2,5.5,5.5,257.1
9.5,3.3,0.4,1.9,4.2,1.3,0.3,0.7,4.2,2.2,126.1
10,6.5,2.5,4.7,9.9,9.2,0.4,2.3,5.8,8.2,313.8
7,6.1,3.4,5.5,9.7,1.7,2.8,9.6,3.6,6.3,302.6
1.4,4.1,2.7,2,2,10,6.7,0.3,7.3,0.7,227.1
1.8,2,2,8.4,7.2,7.2,6.2,4.8,1.7,5.1,276.3
4.2,1.8,9.7,3.5,9.9,8.6,3.4,2.3,0.2,5.5,255.4
4.2,0.3,6.5,9.4,9,6.3,9,2.8,4.8,2.7,309.9
6.6,4,9,9.1,1.3,4.1,2.1,7,3.5,6.4,282.2
8.7,3.9,4.3,1.9,9.5,8.3,2.8,5.5,2.4,0.4,232.4
4.1,4.8,2.8,0.4,1.4,6.3,3.5,4.1,9.2,9.3,302.1
6,9.1,5.7,5,9.4,9.2,2,7.9,5.8,5.8,353.5
6.3,5.2,8,6.1,6.2,3,6.6,1.1,8.7,5.3,305.5
6,1,1.8,3.4,2.1,9,7.1,7.7,5.7,9.4,355.4
3.6,3,9.9,9.9,7.1,4.2,8.1,9.2,5.8,5.9,381.9
4.8,1.6,4.4,9.8,6.7,6.8,5.5,7.1,5.3,3.3,314.6
1.9,9.2,8.8,7.9,10,7.5,6.4,7.7,3,2.1,336.1
4.6,1.4,2,1.6,5.7,2.9,5.6,5.1,3.8,7.9,260.5
5,8.3,4.2,4.1,3.2,2.1,9.5,6,7.1,3.4,298.9
4.4,0.7,0.1,8.3,3.2,9.5,1.5,3.4,6.7,5.7,275.8
2.7,8.8,5.5,3.4,0.2,6.4,0.1,5.5,2.2,2,179.9
2.6,4.1,1.8,6.7,9.7,1.8,3.2,9.7,9,2.6,313.1
1.8,2.1,6.6,2.6,5.3,9.7,7.3,7.6,9.2,1.9,338.1
8.8,4.7,5.6,1.9,0.3,5.5,7.9,8.1,2.9,5.5,286.1
9,9.9,7.1,0,3.7,7.5,4.5,9.3,0.3,2.8,253.6
1.7,7.9,4.3,0.1,5.2,2.8,2.5,7.6,7.9,8.2,307.7
6.8,8.9,1,9.8,9.1,5.3,4.8,4.3,3.5,6.3,311.9
3,2.3,8.7,4.1,2,2.4,3.1,1.9,5.2,5.6,215.3
5.2,6.8,5.1,6.2,1.8,6.4,1.2,4.5,7.5,7,297.6
2,1.9,8.9,7.9,5.3,5.5,2.7,1.2,7.7,0.3,231.1
0.8,4.8,4.8,2.6,1.3,4.1,0.9,7.3,5.8,1.1,202.8
